1,43,2025-11-27,11000.00
2,89,2025-08-11,12040.00
3,58,2025-01-28,4200.00
4,67,2025-05-13,18000.00
5,39,2026-01-01,40100.00
6,37,2026-01-07,6600.00
7,40,2025-06-04,54015.00
8,74,2025-06-01,46000.00
9,59,2025-04-30,15.00
10,98,2025-05-15,18000.00
11,44,2025-10-27,57600.00
12,72,2025-10-09,720.00
13,2,2025-01-28,19500.00
14,9,2025-06-19,31800.00
15,91,2025-03-09,21620.00
16,48,2025-09-25,19600.00
17,4,2025-11-19,750.00
18,14,2025-12-20,63300.00
19,99,2025-06-22,4200.00
20,85,2025-11-18,6000.00
21,74,2025-12-24,10000.00
22,37,2025-05-21,4800.00
23,81,2025-11-02,1200.00
24,48,2025-02-11,3000.00
25,87,2025-05-03,72000.00
26,27,2025-09-12,21200.00
27,96,2025-07-15,46900.00
28,33,2025-02-08,460.00
29,30,2025-08-08,3920.00
30,90,2025-08-18,22000.00
31,28,2025-10-19,6000.00
32,67,2025-11-09,25000.00
33,72,2025-11-15,815.00
34,56,2025-06-28,3850.00
35,3,2025-02-12,1800.00
36,45,2025-03-12,75.00
37,87,2025-09-29,60.00
38,80,2025-11-10,21625.00
39,8,2025-08-17,3645.00
40,94,2025-08-09,9630.00
41,48,2025-10-20,1600.00
42,6,2025-10-24,1820.00
43,38,2025-09-24,37200.00
44,25,2025-03-01,3400.00
45,29,2025-04-13,24075.00
46,92,2025-06-30,80.00
47,81,2025-07-01,18000.00
48,79,2025-05-19,3400.00
49,10,2025-08-30,300.00
50,34,2025-03-06,3060.00
51,15,2025-08-22,4650.00
52,74,2025-08-27,20000.00
53,47,2025-09-03,51000.00
54,97,2025-07-23,34960.00
55,33,2025-05-30,11230.00
56,89,2025-02-23,680.00
57,23,2025-11-08,210.00
58,3,2025-05-05,33000.00
59,55,2025-06-24,1215.00
60,51,2025-12-04,60.00
61,70,2025-04-08,14550.00
62,34,2025-08-25,59000.00
63,99,2025-12-27,60.00
64,41,2025-04-26,60.00
65,3,2025-09-06,1200.00
66,72,2025-07-25,10800.00
67,11,2025-09-10,615.00
68,1,2025-01-27,18000.00
69,18,2025-05-04,1200.00
70,47,2025-06-10,24320.00
71,10,2025-06-01,9500.00
72,91,2026-01-01,24400.00
73,20,2025-11-15,60.00
74,22,2025-09-05,2700.00
75,88,2025-08-18,32020.00
76,40,2025-01-28,1215.00
77,91,2025-04-01,30900.00
78,60,2025-03-18,11200.00
79,94,2025-09-03,23600.00
80,29,2025-02-02,27000.00
81,35,2025-04-03,72000.00
82,68,2025-08-12,3460.00
83,74,2025-01-29,2340.00
84,15,2025-06-19,1800.00
85,3,2025-06-16,54900.00
86,3,2025-12-14,2100.00
87,18,2025-02-23,7500.00
88,53,2025-11-08,60000.00
89,91,2025-04-24,18140.00
90,36,2026-01-09,36000.00
91,27,2025-11-25,750.00
92,62,2025-05-21,38400.00
93,30,2025-11-09,1700.00
94,80,2025-09-13,2400.00
95,59,2025-11-10,320.00
96,83,2025-09-23,25.00
97,11,2026-01-14,37200.00
98,69,2025-09-10,18000.00
99,36,2025-07-10,60.00
100,2,2025-12-20,75.00
101,70,2025-09-01,300.00
102,84,2025-05-02,45350.00
103,15,2025-09-10,15.00
104,18,2025-10-21,32400.00
105,38,2025-10-24,1500.00
106,99,2025-12-09,3820.00
107,89,2026-01-17,4580.00
108,31,2025-10-03,300.00
109,60,2025-04-11,83050.00
110,27,2025-11-11,37225.00
111,8,2025-05-08,30000.00
112,37,2025-09-05,21000.00
113,65,2025-09-22,61500.00
114,15,2025-02-21,1700.00
115,54,2025-04-21,1500.00
116,65,2025-12-08,43500.00
117,24,2025-06-09,30120.00
118,48,2025-04-03,1200.00
119,1,2025-02-09,1520.00
120,9,2025-11-19,5000.00
121,80,2025-05-04,36250.00
122,64,2026-01-16,40300.00
123,79,2025-04-12,51600.00
124,70,2025-10-07,62160.00
125,87,2025-04-07,7540.00
126,57,2025-10-26,3600.00
127,5,2025-07-13,900.00
128,35,2025-08-30,24000.00
129,80,2025-04-26,600.00
130,87,2025-04-14,2560.00
131,88,2025-09-03,48400.00
132,87,2025-02-27,600.00
133,15,2025-04-09,30000.00
134,30,2025-07-20,1600.00
135,29,2025-10-30,40.00
136,25,2025-09-22,4840.00
137,11,2025-10-09,36200.00
138,58,2025-10-02,93000.00
139,84,2026-01-21,5000.00
140,99,2025-08-19,51000.00
141,32,2025-04-06,10060.00
142,74,2025-03-23,6000.00
143,60,2025-04-30,10000.00
144,78,2025-12-28,4200.00
145,5,2025-07-29,2240.00
146,52,2025-05-12,4860.00
147,64,2025-10-27,20.00
148,94,2025-05-11,2700.00
149,54,2025-02-21,18660.00
150,16,2025-05-24,1200.00
151,30,2025-11-17,1280.00
152,64,2025-04-06,23350.00
153,86,2025-06-29,56000.00
154,61,2025-03-23,120080.00
155,33,2025-07-21,84000.00
156,41,2026-01-19,24000.00
157,93,2025-12-11,38400.00
158,13,2025-06-07,4050.00
159,52,2025-09-07,115.00
160,5,2025-09-07,24000.00
161,30,2025-02-25,9000.00
162,5,2025-02-17,47000.00
163,38,2025-08-09,300.00
164,25,2025-12-22,7530.00
165,57,2025-06-07,20075.00
166,78,2025-09-08,36600.00
167,12,2025-05-16,2700.00
168,15,2026-01-09,900.00
169,9,2025-07-09,48000.00
170,52,2025-05-04,1820.00
171,84,2025-06-01,300.00
172,28,2025-07-10,600.00
173,53,2025-09-10,29900.00
174,69,2025-12-12,41800.00
175,80,2025-07-06,900.00
176,45,2025-12-25,400.00
177,46,2025-12-12,20700.00
178,10,2025-03-01,39000.00
179,26,2025-09-09,22000.00
180,38,2025-02-16,41160.00
181,78,2025-08-16,40080.00
182,71,2025-10-27,13400.00
183,17,2025-12-25,2700.00
184,66,2025-12-19,60.00
185,46,2025-06-15,4800.00
186,97,2025-02-17,22630.00
187,78,2026-01-15,25800.00
188,63,2025-06-16,2520.00
189,90,2025-11-04,240.00
190,54,2025-06-28,11000.00
191,70,2025-05-03,12900.00
192,73,2025-07-06,18075.00
193,57,2025-09-28,1200.00
194,71,2025-05-19,3600.00
195,85,2025-09-22,32200.00
196,91,2025-04-27,11025.00
197,7,2025-09-05,50.00
198,45,2025-02-17,36840.00
199,47,2025-02-24,765.00
200,52,2026-01-21,160.00
201,99,2025-12-12,43200.00
202,13,2025-11-04,3080.00
203,66,2025-02-12,18075.00
204,43,2025-08-26,36900.00
205,55,2025-05-29,1215.00
206,53,2025-03-07,2100.00
207,56,2025-07-22,20500.00
208,37,2025-05-09,1650.00
209,76,2025-05-20,13400.00
210,3,2025-07-24,750.00
211,31,2025-11-25,300.00
212,55,2025-04-22,28000.00
213,88,2025-03-13,16875.00
214,91,2025-06-14,25260.00
215,9,2025-10-05,37860.00
216,30,2025-11-14,1545.00
217,78,2025-06-05,3500.00
218,77,2025-06-26,2250.00
219,80,2025-07-24,3850.00
220,45,2025-07-04,44000.00
221,7,2025-10-20,1645.00
222,64,2025-08-20,25.00
223,31,2025-08-09,59500.00
224,30,2025-04-14,20600.00
225,30,2025-12-03,42400.00
226,28,2025-11-09,1390.00
227,1,2025-03-18,40000.00
228,28,2025-06-08,10000.00
229,79,2025-12-02,58800.00
230,51,2026-01-17,750.00
231,36,2025-02-01,7900.00
232,46,2025-05-15,4800.00
233,9,2025-02-23,1200.00
234,61,2025-05-17,1200.00
235,61,2025-08-30,36900.00
236,92,2025-09-12,12000.00
237,54,2025-11-12,860.00
238,87,2025-12-27,29570.00
239,33,2025-10-15,620.00
240,74,2025-06-25,300.00
241,42,2025-06-26,9045.00
242,80,2025-08-04,72340.00
243,93,2025-11-23,12000.00
244,45,2025-08-11,5000.00
245,13,2025-11-12,2400.00
246,23,2025-05-03,7400.00
247,44,2025-09-01,21100.00
248,58,2025-09-26,11000.00
249,81,2025-11-18,54000.00
250,16,2025-07-16,12800.00
251,84,2025-10-15,33000.00
252,25,2025-09-11,815.00
253,40,2025-04-02,20050.00
254,24,2025-05-02,2730.00
255,99,2025-11-25,21000.00
256,66,2025-12-27,1200.00
257,97,2025-07-18,600.00
258,59,2025-08-05,2700.00
259,33,2025-03-15,900.00
260,98,2025-10-25,12000.00
261,72,2025-05-10,40.00
262,48,2025-05-12,14600.00
263,37,2025-08-21,3695.00
264,29,2026-01-22,15.00
265,89,2025-03-06,36530.00
266,85,2025-10-05,52200.00
267,51,2025-04-07,3900.00
268,69,2025-06-30,2250.00
269,3,2025-03-21,1860.00
270,100,2025-11-05,1800.00
271,83,2025-08-15,44880.00
272,96,2025-02-10,12280.00
273,75,2025-11-12,73350.00
274,56,2025-08-23,240.00
275,88,2025-06-12,33320.00
276,3,2025-07-21,6150.00
277,86,2025-09-04,18000.00
278,2,2025-12-04,100.00
279,31,2026-01-22,44450.00
280,59,2025-12-01,2400.00
281,64,2025-12-30,80.00
282,84,2025-08-29,12000.00
283,92,2025-03-31,19760.00
284,55,2025-05-24,900.00
285,70,2025-12-16,80.00
286,37,2025-10-13,25525.00
287,43,2025-10-23,11000.00
288,78,2025-11-26,25.00
289,15,2025-11-19,36450.00
290,48,2025-06-26,10000.00
291,74,2025-07-04,26100.00
292,91,2025-07-17,13350.00
293,100,2025-03-26,3390.00
294,44,2025-06-07,31800.00
295,100,2025-03-19,18000.00
296,88,2025-04-04,27030.00
297,23,2025-10-03,2700.00
298,41,2025-12-15,44000.00
299,12,2025-03-25,5200.00
300,35,2025-04-04,4200.00
301,91,2025-02-01,48290.00
302,34,2025-09-18,57600.00
303,24,2026-01-23,15600.00
304,83,2025-09-10,1400.00
305,4,2025-05-12,11000.00
306,42,2025-11-22,19000.00
307,41,2025-07-27,1825.00
308,6,2025-02-01,2400.00
309,99,2025-09-18,3300.00
310,28,2025-11-19,7840.00
311,12,2025-06-23,24020.00
312,29,2025-11-30,13640.00
313,94,2025-06-23,5000.00
314,37,2025-07-17,1560.00
315,10,2025-12-15,1275.00
316,32,2026-01-07,160.00
317,60,2025-11-10,6000.00
318,48,2025-04-13,40000.00
319,55,2025-09-17,9000.00
320,21,2025-02-28,3600.00
321,87,2025-09-29,1850.00
322,23,2025-05-15,18080.00
323,5,2025-11-10,34300.00
324,86,2025-10-06,2700.00
325,90,2025-02-24,900.00
326,62,2025-12-01,80.00
327,95,2025-04-11,1640.00
328,86,2025-12-13,20000.00
329,86,2025-08-29,49200.00
330,75,2025-02-07,1010.00
331,34,2025-03-26,1815.00
332,16,2025-05-27,1200.00
333,27,2025-11-06,23500.00
334,40,2025-11-12,20000.00
335,44,2025-08-10,20.00
336,92,2025-11-04,12720.00
337,61,2025-03-19,54000.00
338,1,2025-04-09,1200.00
339,19,2025-06-05,900.00
340,92,2025-02-25,36760.00
341,18,2026-01-24,11000.00
342,17,2025-11-16,72000.00
343,15,2026-01-08,5000.00
344,85,2025-03-04,1800.00
345,31,2026-01-22,1280.00
346,33,2025-05-19,11200.00
347,69,2025-02-15,54000.00
348,54,2025-11-05,900.00
349,97,2025-03-14,40.00
350,93,2025-12-24,4020.00
351,81,2025-02-19,760.00
352,52,2025-06-17,15600.00
353,46,2025-03-23,300.00
354,63,2025-02-01,100.00
355,89,2025-07-28,3600.00
356,61,2025-07-24,3200.00
357,46,2025-09-22,24000.00
358,58,2025-02-20,2700.00
359,19,2026-01-08,900.00
360,2,2025-07-20,10200.00
361,38,2026-01-24,900.00
362,52,2025-08-07,12700.00
363,7,2025-04-09,2080.00
364,59,2025-03-01,3000.00
365,6,2025-08-31,2425.00
366,51,2025-06-13,13600.00
367,2,2025-10-02,35000.00
368,79,2025-10-14,10700.00
369,40,2025-11-21,600.00
370,94,2025-03-15,25100.00
371,19,2025-04-15,600.00
372,92,2025-08-17,37500.00
373,99,2025-11-12,23000.00
374,17,2025-10-03,24700.00
375,39,2025-05-05,800.00
376,52,2026-01-16,1430.00
377,32,2025-04-17,11900.00
378,91,2025-12-14,13480.00
379,29,2025-08-06,24900.00
380,32,2025-08-13,7500.00
381,93,2025-06-17,76000.00
382,60,2025-06-14,15450.00
383,65,2025-07-10,6000.00
384,21,2026-01-24,3600.00
385,38,2025-12-16,11600.00
386,37,2025-05-15,10000.00
387,79,2025-11-16,23000.00
388,87,2025-08-06,6400.00
389,47,2025-12-16,40.00
390,94,2025-11-21,2700.00
391,17,2025-10-20,7700.00
392,51,2025-07-06,2100.00
393,4,2025-12-24,40510.00
394,55,2025-03-09,20.00
395,16,2025-02-12,27300.00
396,39,2026-01-07,18600.00
397,88,2025-03-08,2450.00
398,15,2025-12-11,2550.00
399,76,2025-08-02,30000.00
400,34,2025-03-12,320.00
401,63,2025-04-02,44100.00
402,73,2025-12-30,94900.00
403,56,2025-09-04,2700.00
404,93,2025-08-29,800.00
405,100,2025-06-14,3780.00
406,97,2025-09-02,20.00
407,12,2025-08-26,67100.00
408,73,2025-09-08,2420.00
409,80,2025-06-19,1430.00
410,54,2025-03-22,18075.00
411,97,2025-07-14,1600.00
412,8,2025-07-04,36100.00
413,14,2025-06-01,22400.00
414,55,2025-05-11,1260.00
415,48,2025-09-17,33045.00
416,96,2025-11-23,320.00
417,66,2025-03-02,35600.00
418,67,2025-12-05,1800.00
419,75,2025-02-28,3600.00
420,61,2025-09-09,63015.00
421,59,2025-11-03,61000.00
422,93,2025-09-27,2860.00
423,2,2025-09-09,13850.00
424,93,2025-05-23,48000.00
425,16,2026-01-13,48320.00
426,9,2025-12-30,31625.00
427,46,2026-01-20,10000.00
428,31,2025-07-21,38400.00
429,75,2025-07-01,2700.00
430,80,2025-03-20,18460.00
431,17,2025-09-18,4800.00
432,96,2025-04-13,37800.00
433,85,2025-12-11,19845.00
434,73,2025-11-09,450.00
435,18,2025-03-13,60.00
436,22,2025-03-05,1700.00
437,50,2025-09-26,4280.00
438,50,2025-06-20,1350.00
439,30,2025-09-19,3600.00
440,79,2025-11-25,840.00
441,30,2025-11-15,29000.00
442,31,2025-06-22,11020.00
443,21,2025-09-01,1675.00
444,98,2025-10-19,38200.00
445,17,2025-03-17,1600.00
446,48,2025-10-17,56100.00
447,21,2025-11-22,24000.00
448,2,2025-04-14,1350.00
449,36,2025-10-30,8300.00
450,49,2025-04-16,8000.00
451,88,2025-09-30,22500.00
452,38,2025-12-04,5000.00
453,74,2025-03-27,45.00
454,30,2025-04-18,77450.00
455,49,2025-05-05,1500.00
456,80,2026-01-17,13000.00
457,58,2026-01-10,1800.00
458,9,2025-04-17,4700.00
459,28,2025-06-27,12480.00
460,16,2025-05-03,1600.00
461,40,2025-08-01,3800.00
462,52,2026-01-19,51000.00
463,69,2025-03-27,40880.00
464,31,2025-09-16,1800.00
465,90,2025-12-19,37960.00
466,24,2025-10-09,29020.00
467,83,2025-07-14,39600.00
468,59,2025-03-09,41225.00
469,8,2025-08-26,20.00
470,99,2025-09-17,4000.00
471,82,2025-07-02,54000.00
472,93,2025-04-28,18260.00
473,54,2025-05-05,57400.00
474,32,2025-05-17,1350.00
475,70,2025-04-26,1225.00
476,84,2025-09-26,2775.00
477,7,2025-07-05,4915.00
478,99,2025-07-31,67600.00
479,95,2026-01-16,22850.00
480,47,2025-02-09,2510.00
481,88,2025-09-24,5000.00
482,14,2025-03-04,5200.00
483,54,2025-06-08,44240.00
484,50,2025-07-12,46400.00
485,85,2025-12-30,4830.00
486,41,2025-11-21,26400.00
487,38,2025-08-24,48600.00
488,58,2025-04-03,1800.00
489,84,2025-10-19,1200.00
490,2,2025-05-07,61000.00
491,97,2025-11-27,38300.00
492,54,2025-06-03,4800.00
493,30,2025-05-21,44285.00
494,47,2025-11-17,2400.00
495,4,2025-03-14,1500.00
496,77,2025-08-29,15600.00
497,100,2025-04-30,32100.00
498,77,2025-09-28,10100.00
499,3,2025-12-30,27750.00
500,34,2025-10-19,1435.00
501,59,2025-08-22,24025.00
502,10,2026-01-01,31100.00
503,9,2025-06-22,21000.00
504,23,2025-05-22,2250.00
505,83,2025-10-22,450.00
506,8,2026-01-05,48000.00
507,38,2025-07-31,44000.00
508,2,2025-05-24,12000.00
509,80,2025-08-11,4100.00
510,34,2025-11-26,30240.00
511,97,2025-05-10,2415.00
512,62,2025-02-24,29100.00
513,100,2025-03-12,33360.00
514,96,2025-02-06,10000.00
515,19,2025-06-02,33250.00
516,61,2025-11-20,29500.00
517,71,2025-05-21,11000.00
518,20,2025-02-10,1200.00
519,63,2025-09-14,9400.00
520,50,2025-03-01,900.00
521,29,2025-08-20,900.00
522,67,2025-05-27,300.00
523,68,2025-02-06,1600.00
524,75,2025-10-28,6600.00
525,48,2025-10-07,1800.00
526,73,2025-08-25,600.00
527,73,2025-05-18,37200.00
528,88,2025-06-09,2400.00
529,87,2025-10-20,39160.00
530,15,2025-02-10,48000.00
531,6,2025-04-30,25.00
532,28,2025-05-16,2160.00
533,62,2025-06-08,1800.00
534,64,2025-12-22,1800.00
535,95,2025-09-16,25100.00
536,70,2025-11-22,3920.00
537,68,2025-05-19,12700.00
538,22,2025-11-13,2265.00
539,13,2025-10-30,900.00
540,37,2025-09-23,1800.00
541,70,2026-01-19,18320.00
542,35,2025-03-27,57075.00
543,28,2025-08-16,2400.00
544,62,2025-10-06,4200.00
545,5,2025-02-18,4515.00
546,31,2025-10-05,7580.00
547,40,2025-04-12,18025.00
548,46,2025-10-15,34200.00
549,76,2025-04-12,4350.00
550,9,2025-06-06,3700.00
551,8,2026-01-06,15.00
552,53,2025-01-24,18240.00
553,67,2026-01-07,3330.00
554,11,2025-07-02,2250.00
555,54,2025-04-10,2865.00
556,75,2026-01-10,18860.00
557,49,2025-04-24,1800.00
558,29,2025-06-03,12300.00
559,39,2025-08-14,18240.00
560,9,2025-05-11,24100.00
561,62,2025-11-05,18915.00
562,90,2025-04-15,10900.00
563,96,2025-06-07,320.00
564,34,2026-01-16,2250.00
565,49,2025-08-03,1555.00
566,11,2025-06-26,7500.00
567,55,2025-07-23,35400.00
568,13,2025-06-30,20000.00
569,30,2025-08-21,3900.00
570,39,2025-07-09,1650.00
571,86,2025-12-30,21600.00
572,60,2025-09-04,4350.00
573,55,2026-01-10,1760.00
574,54,2025-04-01,47450.00
575,99,2025-08-29,8000.00
576,36,2025-02-26,90.00
577,61,2025-01-28,18060.00
578,46,2025-10-26,13410.00
579,60,2026-01-11,900.00
580,72,2025-10-09,80.00
581,31,2025-06-04,27600.00
582,86,2025-08-14,3300.00
583,92,2026-01-18,960.00
584,22,2025-07-06,2660.00
585,74,2025-06-13,28225.00
586,95,2025-08-14,25200.00
587,76,2025-02-20,46000.00
588,80,2025-07-30,4710.00
589,26,2025-09-25,45100.00
590,5,2025-03-07,33900.00
591,20,2025-05-11,7500.00
592,87,2025-08-16,1800.00
593,57,2025-09-20,11300.00
594,31,2025-06-22,36000.00
595,25,2025-12-09,92020.00
596,22,2025-09-19,18000.00
597,86,2025-11-26,66320.00
598,36,2025-11-27,42800.00
599,38,2025-07-18,2700.00
600,57,2025-02-27,22000.00
601,30,2025-05-10,900.00
602,98,2025-11-04,25.00
603,18,2025-03-04,900.00
604,15,2025-03-10,54000.00
605,78,2025-02-09,33000.00
